'-skip-logged'	'Download -skip-logged failed: '
'skarabaeus-server'	'Get package args failed: ImportError: No module named werkzeug.routing'
'skel'	'OK!'
'skeletor'	'OK!'
'skim'	'OK!'
'skimpyGimpy'	'Download skimpyGimpy failed: None'
'skunk.web'	'pkgsys.setup_args failed: Unrecognized license: BSD/GPL'
'slimmer'	'OK!'
'slow'	'Get package args failed: '
'slut'	'Download slut failed: '
'smart'	'OK!'
'smc.lucene'	'Download smc.lucene failed: None'
'smisk'	"Unpack smisk failed: [Errno 22] Invalid argument: '/var/tmp/pypi/unpack/.'"
'sms'	'OK!'
'smtpssllib.py'	'Download smtpssllib.py failed: None'
'snakefood'	'Download snakefood failed: None'
'snap'	'pkgsys.setup_args failed: Unrecognized license: Lesser General Public License (LGPL)'
'sneakylang'	'OK!'
'soaplib'	'Download soaplib failed: '
'socketome'	'OK!'
'sogl'	'Download sogl failed: None'
'soho'	'Download soho failed: None'
'solrpy'	'pkgsys.setup_args failed: Unrecognized license: http://opensource.org/licenses/apache2.0.php'
'soniatheme'	'OK!'
'sorteddict'	'Download sorteddict failed: '
'sortmail'	'Download sortmail failed: '
'souk'	'Download souk failed: Unexpected HTML page found at http://labs.libre-entreprise.org/download.php/361/souk-0.6.0.tar.gz'
'spambayes'	'OK!'
'spamfeast'	'OK!'
'spark'	'OK!'
'sparqlhttp'	"Download sparqlhttp failed: Can't download http://projects.bigasterisk.com/sparqlhttp-1.2.tar.gz: 404 Not Found"
'sparta'	'OK!'
'spasmoidal'	'OK!'
'speech'	'OK!'
'spell4py'	'Unpack spell4py failed: Unsupported archive type'
'sphinxsearch'	'OK!'
'spice-cat'	'Download spice-cat failed: None'
'spider'	'Download spider failed: None'
'spider.py'	'Download spider.py failed: None'
'spineless'	'Download spineless failed: None'
'sping'	'Download sping failed: None'
'splarnektity'	'OK!'
'splicetee'	'OK!'
'splitconflict'	'OK!'
'splittar'	'Download splittar failed: None'
'spoonrpc'	'OK!'
'spreadxmlrpclib'	'Download spreadxmlrpclib failed: Unexpected HTML page found at http://pyhacks.suddenthinks.com/spreadrpc/spreadxmlrpclib-0.3.0.tar.gz'
'springpython'	'Download springpython failed: '
'springpython-examples'	'Download springpython-examples failed: '
'springpython-samples'	'Download springpython-samples failed: '
'sprinkles'	'OK!'
'spritefile'	'OK!'
'sptest'	'OK!'
'spypam'	'OK!'
'spyse'	'Download spyse failed: None'
'sqlabstr'	'OK!'
'sqlalchemy-migrate'	'OK!'
'sqlapi'	"Download sqlapi failed: [Errno 21] Is a directory: '/var/www/localhost/htdocs/pypicache/downloads/trunk'"
'sqlcc'	'Download sqlcc failed: Unexpected HTML page found at https://opensvn.csie.org/traccgi/PumperWeb/attachment/wiki/sqlcc/sqlcc-0.2.tar.gz'
'sqlcmd'	'OK!'
'sqlliterals'	'Unpack sqlliterals failed: Unsupported archive type'
'sqlos'	'OK!'
'sqlpython'	'OK!'
'sqltriples'	'OK!'
'sqmediumlite'	'OK!'
'squex'	'Download squex failed: None'
'squisher'	'OK!'
'ssh4py'	'Unpack ssh4py failed: Unsupported archive type'
'sshproxy'	'Get package args failed: '
'ssl'	'Download ssl failed: '
'ssl-audit'	'Download ssl-audit failed: None'
'ssl4py'	'Unpack ssl4py failed: Unsupported archive type'
'starpy'	'Download starpy failed: None'
'statements'	'OK!'
'static'	'OK!'
'staticgenerator'	'OK!'
'statlib'	'OK!'
'stdBang'	"Download stdBang failed: Can't download http://www.geocities.com/idollanium/stdBang.zip: 404 Not Found"
'stdeb'	'OK!'
'stdiff'	'Download stdiff failed: None'
'stellaris'	'OK!'
'stellaris.client'	'OK!'
'stomper'	'OK!'
'stopwatch'	'OK!'
'stoq'	'Download stoq failed: None'
'stoqdrivers'	'Download stoqdrivers failed: None'
'stoqlib'	'Download stoqlib failed: None'
'storm'	'OK!'
'strap'	'Download strap failed: None'
'straw'	'Download straw failed: None'
'stringtemplate3'	'OK!'
'stubble'	'Download stubble failed: None'
'stxnext.flashgallery'	'pkgsys.setup_args failed: Unrecognized license: Zope Public License, Version 2.1 (ZPL)'
'stxnext.log'	'Download stxnext.log failed: None'
'stxnext.pdb'	'pkgsys.setup_args failed: Unrecognized license: Zope Public License, Version 2.1 (ZPL)'
'subdist'	'OK!'
'submodal'	'Get package args failed: ImportError: No module named turbogears.finddata'
'substances'	'pkgsys.setup_args failed: Unrecognized license: LSD license'
'subversionrecipe'	'OK!'
'subzilla'	'OK!'
'sudoku'	'Download sudoku failed: None'
'suds'	'OK!'
'summon'	'Download summon failed: '
'superlance'	"Download superlance failed: Download error for http://pypi.python.org/packages/source/s/superlance/superlance-0.1.tar.gz: (110, 'Connection timed out')"
'superposition'	'Download superposition failed: None'
'supervisor'	'pkgsys.setup_args failed: Unrecognized license: BSD-derived (http://www.repoze.org/LICENSE.txt)'
'supybot'	'Download supybot failed: None'
'surely'	'OK!'
'suxsync'	'Download suxsync failed: None'
'sv'	'OK!'
'svg-chart'	'OK!'
'svn-roundup'	'Download svn-roundup failed: None'
'svnchecker'	'OK!'
'svnhelper'	'OK!'
'svnmock'	'OK!'
'svnrepo'	'OK!'
'swan'	'OK!'
'swiginac'	'Download swiginac failed: Unexpected HTML page found at http://prdownload.berlios.de/swiginac/swiginac-1.0.0.tgz'
'swocket'	'Download swocket failed: None'
'sx.translations'	'Download sx.translations failed: '
'sxp'	'Download sxp failed: None'
'sybase'	'Download sybase failed: None'
'sympy'	'OK!'
'sympycore'	'pkgsys.setup_args failed: Unrecognized license: http://sympycore.googlecode.com/svn/trunk/LICENSE'
'sync2cd'	'OK!'
'synopsis'	'Get package args failed: TypeError: unbound method __init__() must be called with Distribution instance as first argument (got Distribution instance instead)'
'synoptic'	'OK!'
'sysdirector'	'Download sysdirector failed: None'
'sysio'	'OK!'
't602parser'	'OK!'
't616hack'	'OK!'
'tables'	'Download tables failed: None'
'tada'	'Download tada failed: Unexpected HTML page found at http://www.darkarts.co.za/projects/tada/downloads/1.0.0/tada-1.0.0.tar.gz'
'tagbot'	"Download tagbot failed: Download error for http://pacew.dyndns.org:8080/tagbot-0.1.tar.gz: (110, 'Connection timed out')"
'tagger'	'OK!'
'tagging'	'OK!'
'tagpy'	'OK!'
'tagsrecipe'	'OK!'
'tailer'	'OK!'
'takenote'	"Download takenote failed: Download error for http://rasm.ods.org/takenote/download/takenote-0.4.1.tar.gz: (110, 'Connection timed out')"
'tamago'	'Download tamago failed: None'
'tappy'	'OK!'
'tarfile-scanner'	'OK!'
'tarpipe-python'	'OK!'
'taylayout'	'Download taylayout failed: None'
'tconfpy'	'Download tconfpy failed: None'
'tdb'	'Download tdb failed: None'
'tdl'	'Download tdl failed: '
'teamcity-messages'	'OK!'
'teamcity-nose'	'OK!'
'teamrubber.googlechart'	'OK!'
'teamrubber.pdberrorlog'	'OK!'
'teamrubber.snakeskin'	'OK!'
'teatime'	'OK!'
'technorati'	'Download technorati failed: None'
'telnik-billing'	"process failed: Invalid package name: 'dev-python/telnik-billing-_rc'"
'templayer'	'Download templayer failed: '
'templess'	'OK!'
'tempstorage'	'OK!'
'tengis'	'Download tengis failed: None'
'termcolor'	'OK!'
'ternate'	'OK!'
'testdatagears'	'Download testdatagears failed: None'
'testharness'	'Download testharness failed: None'
'testoob'	'OK!'
'testosterone'	'OK!'
'testtools'	"Download testtools failed: [Errno 21] Is a directory: '/var/www/localhost/htdocs/pypicache/downloads/trunk'"
'text-table'	'OK!'
'textile'	'pkgsys.setup_args failed: Unrecognized license: Freely Distributable'
'textindexng'	'OK!'
'textinput'	'OK!'
'texttable'	'Download texttable failed: '
'texttemplate'	'OK!'
'textwiki'	"Download textwiki failed: Can't download http://shortcircuit.net.au/~prologic/downloads/software/textwiki-0.2.tar.gz: 404 Not Found"
'textwrap2'	'Download textwrap2 failed: None'
'tfclassify'	'Download tfclassify failed: None'
'tg-bootstrap'	'Get package args failed: ImportError: No module named virtualenv'
'tg-interface'	'Get package args failed: ImportError: No module named turbogears.finddata'
'tg.ext.repoze.who'	'pkgsys.setup_args failed: Unrecognized license: BSD-derived (http://www.repoze.org/LICENSE.txt)'
'tg.ext.silverplate'	'OK!'
'tg2exe'	'Download tg2exe failed: None'
'tgMochiKit'	'OK!'
'tgbolao'	'Download tgbolao failed: None'
'tgcrud'	'Get package args failed: ImportError: No module named turbogears.finddata'
'tgcurvycorners'	'Get package args failed: ImportError: No module named turbogears.finddata'
'tgidproviders'	'Get package args failed: ImportError: No module named turbogears.finddata'
'tginvoice'	'Get package args failed: ImportError: No module named turbogears.finddata'
'tgmigrate'	'Download tgmigrate failed: None'
'tgquotes'	'Download tgquotes failed: None'
'thinkwhack'	'OK!'
'threadec'	"Get package args failed: IOError: [Errno 2] No such file or directory: '/README.reST'"
'threadedcomments'	'OK!'
'threadframe'	'OK!'
'threadpool'	'OK!'
'thredds'	'OK!'
'threeDS'	'Unpack threeDS failed: Unsupported archive type'
'throxy.py'	'Download throxy.py failed: None'
'thrud'	"Download thrud failed: Can't download http://pypi.python.org/simple/thrud/www.pycosoft.no/www/pycosoft/thrud.zip: 404 Not Found"
'tidybot'	'Get package args failed: '
'tiff2sth'	'Download tiff2sth failed: None'
'timeout-urllib2'	'Download timeout-urllib2 failed: None'
'tinyaspect'	'Download tinyaspect failed: None'
'tinyerp-client'	'Download tinyerp-client failed: None'
'tinyerp-server'	'Download tinyerp-server failed: None'
'tinytree'	'OK!'
'tipc'	'Download tipc failed: None'
'tkinter3000'	'Get package args failed: ImportError: No module named Tkinter'
'tl.buildout-apache'	'OK!'
'tl.buildout-mod-python'	'OK!'
'tl.buildout-virtual-python'	'OK!'
'tl.cli'	'OK!'
'tl.eggdeps'	'OK!'
'tl.googlepagerank'	'OK!'
'tlslite'	'OK!'
'tofu'	'Download tofu failed: None'
'topex'	'OK!'
'topp.build.lib'	'OK!'
'topp.build.opencore'	'OK!'
'topp.featurelets'	'OK!'
'topp.recipes.cfgtemplate'	'OK!'
'topp.recipes.opvarnish'	'OK!'
'topp.recipes.securemaildrop'	"Get package args failed: IOError: [Errno 2] No such file or directory: 'CHANGES.txt'"
'topp.utils'	'OK!'
'topsort'	'Download topsort failed: None'
'toursst'	'Download toursst failed: None'
'tplcompiler'	'OK!'
'trace2html'	'OK!'
'tracy'	"Download tracy failed: Can't download http://home.snafu.de/castor/projects/tracy-0.1.zip: 403 Forbidden"
'tramline'	'OK!'
'transaction'	'OK!'
'transifex'	'Get package args failed: ImportError: No module named turbogears.finddata'
'transitfeed'	'OK!'
'transmogrify.sqlalchemy'	'OK!'
'treemap'	'OK!'
'trestle'	'Get package args failed: ImportError: No module named roman'
'trml2pdf'	'Download trml2pdf failed: None'
'trustlet'	'Get package args failed: ImportError: No module named Dataset.Advogato'
'tsb'	'Get package args failed: ImportError: No module named py2exe'
'tst10'	'OK!'
'tubes'	'Download tubes failed: None'
'turboblog'	'Get package args failed: ImportError: No module named turbogears.finddata'
'turtle2.py'	'Download turtle2.py failed: None'
'tux-oracle'	'Download tux-oracle failed: None'
'tuxmodule'	'Download tuxmodule failed: None'
'tvnamer'	'Download tvnamer failed: None'
'tw.dojo'	'Download tw.dojo failed: '
'tw.dynforms'	'OK!'
'tw.extjs'	'OK!'
'tw.forms'	'OK!'
'tw.jquery'	'OK!'
'tw.jsunit'	'OK!'
'tw.lymon'	'OK!'
'tw.mochikit'	'OK!'
'tw.mootools'	'OK!'
'tw.openlayers'	'OK!'
'tw.prototype'	'OK!'
'tw.rating'	'OK!'
'tw.recaptcha'	'OK!'
'tw.tabber'	'OK!'
'tw.tinymce'	'OK!'
'tw.tools'	'OK!'
'twAjaxSessionData'	'Download twAjaxSessionData failed: None'
'twAjaxTools'	'OK!'
'twExt'	'Download twExt failed: None'
'twExtJS'	'Download twExtJS failed: None'
'twFusionCharts'	'Download twFusionCharts failed: None'
'twMaps'	'OK!'
'twMochiKit'	'Download twMochiKit failed: None'
'twPrototype'	'OK!'
'twTinyMCE'	'Download twTinyMCE failed: None'
'twander'	'OK!'
'twiddler'	'OK!'
'twill'	'OK!'
'twillrecord'	'OK!'
'twitter'	'OK!'
'twlogging'	'Download twlogging failed: None'
'two-way-dict'	'Download two-way-dict failed: None'
'twotp'	'OK!'
'txJSON-RPC'	"Unpack txJSON-RPC failed: [Errno 22] Invalid argument: '/var/tmp/pypi/unpack/.'"
'txLoadBalancer'	'Get package args failed: ImportError: No module named roman'
'typecheck'	'OK!'
'typepad2blogger'	'OK!'
'uRSSus'	'OK!'
'uTidylib'	'Download uTidylib failed: None'
'ubrew'	'OK!'
'uflregistrar.theme'	"Get package args failed: IOError: [Errno 2] No such file or directory: 'docs/HISTORY.txt'"
'ulif.plone.testsetup'	'OK!'
'ulif.rest'	'OK!'
'uml2orm'	'Download uml2orm failed: '
'unagi.py'	'Download unagi.py failed: None'
'unalog-python'	'Download unalog-python failed: None'
'underscode'	'Download underscode failed: '
'unitstorm'	'OK!'
'upoints'	'OK!'
'urbanmediator'	'Download urbanmediator failed: '
'uri'	'OK!'
'urlimport.py'	'Download urlimport.py failed: None'
'urllib2-kerberos'	'OK!'
'urllibcache'	'OK!'
'urlrelay'	'OK!'
'urwid'	'OK!'
'userbackup'	"Download userbackup failed: Can't download http://perso.wanadoo.fr/astra/userbackup/userbackup-0.1.tar.gz: 404 Not found"
'userdefaults'	'pkgsys.setup_args failed: Unrecognized license: BSD-ish'
'userschema'	'OK!'
'uuid'	'OK!'
'uwosh.ATImageEditor'	'OK!'
'uxPython'	'pkgsys.setup_args failed: Unrecognized license: MPL'
'vadm'	'OK!'
'validate'	'Download validate failed: None'
'validino'	'OK!'
'vanguardistas.buildoutsvn'	'OK!'
'vanguardistas.pydebdep'	'OK!'
'vatnumber'	'OK!'
'vb2py'	'OK!'
'vcalsax'	'Download vcalsax failed: None'
'vdm'	'OK!'
'vellum'	'Download vellum failed: None'
'vertoo'	'Download vertoo failed: None'
'vhybridize'	'OK!'
'vice.outbound'	'OK!'
'vice.plone.outbound'	'OK!'
'vice.zope2.outbound'	'OK!'
'vidaG'	'Download vidaG failed: None'
'videoparser'	'OK!'
'viff'	'OK!'
'vimpdb'	'OK!'
'vipy'	'OK!'
'virtualenv'	'OK!'
'virtualkeyring'	'OK!'
'visionegg'	'Get package args failed: ImportError: No module named numpy'
'visualproxy'	'OK!'
'vobject'	'OK!'
'voicing'	'OK!'
'vsrc'	'OK!'
'vudo.bfg'	'OK!'
'wammu'	'Download wammu failed: '
'wasp'	'pkgsys.setup_args failed: Unrecognized license: All rights reserved'
'watch'	'Download watch failed: None'
'watchdogdev'	'pkgsys.setup_args failed: Unrecognized license: http://opensource.org/licenses/PythonSoftFoundation.php'
'wax'	'Get package args failed: ImportError: No module named wx'
'wc.cookiecredentials'	'OK!'
'wc.rating'	'OK!'
'wc.sequencewidget'	'OK!'
'wc.sqlrecipe'	'OK!'
'wc.textpage'	'OK!'
'wc.worldcookeryskin'	'OK!'
'web'	'Download web failed: None'
'web-search'	'Download web-search failed: None'
'web.py'	'OK!'
'web2py'	'Download web2py failed: None'
'webcleaner'	'Download webcleaner failed: None'
'webcolors'	'OK!'
'webcouturier.city.theme'	'OK!'
'webcouturier.dropdownmenu'	'OK!'
'webcouturier.hosting.theme'	'OK!'
'webcouturier.icompany.theme'	'OK!'
'webf'	'OK!'
'webgobbler'	'Download webgobbler failed: None'
'weblog'	'Get package args failed: '
'weblogo'	'Get package args failed: ImportError: No module named corebio.data'
'webmail'	"Download webmail failed: Download error for http://download.sourceforge.net/pywebmail/webmail-1.1.9.tar.bz2: (104, 'Connection reset by peer')"
'webskine'	'OK!'
'webstemmer'	'Unpack webstemmer failed: Unsupported archive type'
'webstring'	'OK!'
'webunit'	"Download webunit failed: Can't download http://mechanicalcat.net/tech/webunit/webunit-1.3.9.tar.gz: 404 Not Found"
'when'	'Download when failed: None'
'wicked'	'OK!'
'wikimarkup'	'OK!'
'wikir'	'OK!'
'willdo'	'OK!'
'wimpiggy'	'Download wimpiggy failed: None'
'windmill'	'OK!'
'winpdb'	'OK!'
'winrandom'	'OK!'
'winshell'	'pkgsys.setup_args failed: Unrecognized license: http://www.python.org/psf/license.html'
'wmainfo-py'	"Download wmainfo-py failed: Can't download http://badcomputer.org/unix/code/wmainfo/src/wmainfo-py-0.3.zip: 403 Forbidden"
'wmdlib'	'OK!'
'wmgmail'	'Download wmgmail failed: None'
'wokkel'	'OK!'
'workerpool'	'OK!'
'workingenv.py'	'OK!'
'workspace'	'OK!'
'workspace.plugins.gvim'	'OK!'
'worldcat'	'OK!'
'worldcookery'	'Download worldcookery failed: None'
'wphp'	"Download wphp failed: nonnumeric port: ''"
'wsgi-fileserver'	'OK!'
'wsgi-intercept'	'OK!'
'wsgi-jsonrpc'	'OK!'
'wsgi-proxy'	'Download wsgi-proxy failed: None'
'wsgi-xmlrpc'	'OK!'
'wsgi18n'	'Download wsgi18n failed: None'
'wsgiakismet'	'OK!'
'wsgiauth'	'OK!'
'wsgifileserver'	'Download wsgifileserver failed: None'
'wsgiform'	'OK!'
'wsgigzip'	'OK!'
'wsgihatenaauth'	'OK!'
'wsgilog'	'OK!'
'wsgiref'	'OK!'
'wsgiserialize'	'OK!'
'wsgistate'	'OK!'
'wsgistraw'	'Download wsgistraw failed: '
'wsgitools'	'OK!'
'wsgiview'	'OK!'
'wsgixhtml2html'	'OK!'
'wsgixml'	'OK!'
'wsgize'	'OK!'
'wtop'	'OK!'
'wxAnyThread'	'Get package args failed: ImportError: No module named wx'
'wxAppBar'	'Download wxAppBar failed: None'
'wxBuilder'	'Download wxBuilder failed: None'
'wxOptParse'	'OK!'
'wxPropertyGrid'	'Unpack wxPropertyGrid failed: Unsupported archive type'
'wxPython'	'Unpack wxPython failed: Unsupported archive type'
'wxPython-common'	'Download wxPython-common failed: None'
'wxRemind'	'Unpack wxRemind failed: Empty package encountered: /var/www/localhost/htdocs/pypicache/downloads/wxRemind-94.tgz'
'wxSFTP'	'OK!'
'wxTayLayout'	'Download wxTayLayout failed: None'
'wxaddons'	'Download wxaddons failed: None'
'wxdebug'	'Download wxdebug failed: '
'wxoo'	'Download wxoo failed: '
'wymypy'	'Unpack wymypy failed: Empty package encountered: /var/www/localhost/htdocs/pypicache/downloads/wymypy.tar.gz'
'xODMR'	'Download xODMR failed: None'
'xanalogica.tumbler'	'OK!'
'xappy'	'OK!'
'xattr'	'OK!'
'xcbl'	'Download xcbl failed: None'
'xcp'	'Download xcp failed: None'
'xexpr'	'OK!'
'xhotkeys'	'Download xhotkeys failed: None'
'xhtmlhook'	'OK!'
'ximenez'	'Download ximenez failed: None'
'xix-utils'	'OK!'
'xlrd'	'OK!'
'xlwt'	'OK!'
'xm.booking'	'OK!'
'xm.charting'	'OK!'
'xm.portlets'	'OK!'
'xm.theme'	'OK!'
'xm.tracker'	'OK!'
'xml.xpath'	'Download xml.xpath failed: None'
'xml2ddl'	'OK!'
'xmldiff'	'Get package args failed: SyntaxError: from __future__ imports must occur at the beginning of the file'
'xmlfetch'	'Download xmlfetch failed: None'
'xmlmodel'	'pkgsys.setup_args failed: Unrecognized license: OSL3.0.'
'xmlmp'	'Download xmlmp failed: None'
'xmlobjects'	'OK!'
'xmlpolymerase'	'OK!'
'xmlrpclib'	'OK!'
'xmltools'	'Download xmltools failed: None'
'xmltramp'	'Download xmltramp failed: None'
'xmltreewalker'	"Download xmltreewalker failed: Can't download http://www.schmut.com/xmltreewalker-0.1.tar.gz: 404 Not Found"
'xmmspy'	'OK!'
'xmpppy'	'Get package args failed: ImportError: cannot import name sys'
'xpaxs'	'Download xpaxs failed: None'
'xpra'	'Download xpra failed: None'
'xsdb'	'Download xsdb failed: None'
'xtest'	'OK!'
'xxdiff-scripts'	'Download xxdiff-scripts failed: None'
'yaco.applyfun'	"Get package args failed: IOError: [Errno 2] No such file or directory: 'docs/HISTORY.txt'"
'yapgvb'	'OK!'
'yapsnmp'	'Unpack yapsnmp failed: Unsupported archive type'
'yaptoo'	'Download yaptoo failed: None'
'yaro'	'OK!'
'yawPyCrypto'	'Download yawPyCrypto failed: None'
'yaxl'	'OK!'
'yma2txt'	'OK!'
'yolk'	'OK!'
'yolk-portage'	'OK!'
'yould'	'OK!'
'z-base-32'	"process failed: Invalid package name: 'dev-python/z-base-32-1.0.1'"
'z-base-36'	"process failed: Invalid package name: 'dev-python/z-base-36-1.0.1'"
'z-base-62'	"process failed: Invalid package name: 'dev-python/z-base-62-1.0.4'"
'z3c.authenticator'	'OK!'
'z3c.autoinclude'	'OK!'
'z3c.baseregistry'	'OK!'
'z3c.batching'	'OK!'
'z3c.blobfile'	'OK!'
'z3c.breadcrumb'	'OK!'
'z3c.conditionalviews'	'OK!'
'z3c.configurator'	'OK!'
'z3c.contents'	'OK!'
'z3c.coverage'	'OK!'
'z3c.csvvocabulary'	'OK!'
'z3c.currency'	'OK!'
'z3c.datagenerator'	'OK!'
'z3c.dav'	'OK!'
'z3c.davapp.zopeappfile'	'process failed: getfetchlist(): aux_get() error reading dev-python/z3c.davapp.zopeappfile-1.0_beta1; aborting.'
'z3c.davapp.zopefile'	'process failed: getfetchlist(): aux_get() error reading dev-python/z3c.davapp.zopefile-1.0_beta1; aborting.'
'z3c.davapp.zopelocking'	'OK!'
'z3c.deadlockdebugger'	'OK!'
'z3c.discriminator'	'OK!'
'z3c.dobbin'	'OK!'
'z3c.etestbrowser'	'OK!'
'z3c.etree'	'OK!'
'z3c.evalexception'	'OK!'
'z3c.filetype'	'Download z3c.filetype failed: '
'z3c.flashmessage'	'OK!'
'z3c.form'	'OK!'
'z3c.formdemo'	'OK!'
'z3c.formjs'	'OK!'
'z3c.formjsdemo'	'OK!'
'z3c.formui'	'OK!'
'z3c.formwidget.query'	'OK!'
'z3c.gibberish'	'OK!'
'z3c.i18n'	'OK!'
'z3c.indexer'	'OK!'
'z3c.jbot'	'OK!'
'z3c.json'	'OK!'
'z3c.jsonrpc'	'OK!'
'z3c.jsonrpcproxy'	'OK!'
'z3c.jsontree'	'OK!'
'z3c.language.negotiator'	'OK!'
'z3c.language.session'	'OK!'
'z3c.language.switch'	'OK!'
'z3c.layer'	'OK!'
'z3c.layer.minimal'	'OK!'
'z3c.layer.pagelet'	'OK!'
'z3c.layer.ready2go'	'OK!'
'z3c.layer.trusted'	'OK!'
'z3c.layout'	'OK!'
'z3c.macro'	'OK!'
'z3c.macroviewlet'	'OK!'
'z3c.menu'	'OK!'
'z3c.menu.ready2go'	'OK!'
'z3c.menu.simple'	'OK!'
'z3c.objpath'	'OK!'
'z3c.offlinepack'	'OK!'
'z3c.optionstorage'	'OK!'
'z3c.pagelet'	'OK!'
'z3c.pdftemplate'	'OK!'
'z3c.persistentfactory'	'OK!'
'z3c.pluggabletemplates'	'OK!'
'z3c.profiler'	'OK!'
'z3c.proxy'	'OK!'
'z3c.pt'	'OK!'
'z3c.pt.compat'	'OK!'
'z3c.pypimirror'	'OK!'
'z3c.recipe.dev'	'OK!'
'z3c.recipe.egg'	'OK!'
'z3c.recipe.eggbasket'	'OK!'
'z3c.recipe.epydoc'	'OK!'
'z3c.recipe.fakezope2eggs'	'OK!'
'z3c.recipe.filetemplate'	'OK!'
'z3c.recipe.i18n'	'OK!'
'z3c.recipe.ldap'	'OK!'
'z3c.recipe.openoffice'	'OK!'
'z3c.recipe.perlpackage'	'OK!'
'z3c.recipe.runscript'	'OK!'
'z3c.recipe.sphinxdoc'	'OK!'
'z3c.recipe.tag'	'OK!'
'z3c.recipe.winservice'	'OK!'
'z3c.referercredentials'	'OK!'
'z3c.repoexternals'	'OK!'
'z3c.resource'	'OK!'
'z3c.resourcecollector'	'OK!'
'z3c.resourceinclude'	'OK!'
'z3c.rest'	'OK!'
'z3c.rml'	'OK!'
'z3c.sampledata'	'OK!'
'z3c.schemadiff'	'OK!'
'z3c.securitytool'	'OK!'
'z3c.skin.pagelet'	'OK!'
'z3c.sqlalchemy'	'OK!'
'z3c.table'	'OK!'
'z3c.template'	'OK!'
'z3c.testing'	'OK!'
'z3c.testsetup'	'OK!'
'z3c.traverser'	'OK!'
'z3c.unconfigure'	'OK!'
'z3c.vcsync'	'OK!'
'z3c.versionedresource'	'OK!'
'z3c.viewlet'	'OK!'
'z3c.viewtemplate'	'OK!'
'z3c.widget'	'OK!'
'z3c.xmlhttp'	'OK!'
'z3c.zalchemy'	'OK!'
'z3c.zrtresource'	'OK!'
'z3ext.attachment'	'OK!'
'z3ext.authentication'	'OK!'
'z3ext.cacheheaders'	'OK!'
'z3ext.catalog'	'OK!'
'z3ext.channel'	'OK!'
'z3ext.channelrules.default'	'OK!'
'z3ext.channelrules.newsitem'	'OK!'
'z3ext.content'	'OK!'
'z3ext.contentextensions'	'OK!'
'z3ext.contentextensions.dynamic'	'OK!'
'z3ext.contentextensions.extension'	'OK!'
'z3ext.contentextensions.language'	'OK!'
'z3ext.contentextensions.links'	'OK!'
'z3ext.contentextensions.marker'	'OK!'
'z3ext.contentextensions.urlmapper'	'OK!'
'z3ext.contenttypes'	'OK!'
'z3ext.contextlayout'	'OK!'
'z3ext.controlpanel'	'OK!'
'z3ext.converter'	'OK!'
'z3ext.cssregistry'	'OK!'
'z3ext.discussion'	'OK!'
'z3ext.extensions'	'OK!'
'z3ext.filefield'	'OK!'
'z3ext.folder'	'OK!'
'z3ext.formatter'	'OK!'
'z3ext.forum'	'OK!'
'z3ext.homefolder'	'OK!'
'z3ext.homesite'	'OK!'
'z3ext.js.extjs'	'OK!'
'z3ext.layout'	'OK!'
'z3ext.layoutform'	'OK!'
'z3ext.lucene'	'OK!'
'z3ext.mail'	'OK!'
'z3ext.mailtemplate'	'OK!'
'z3ext.messaging'	'OK!'
'z3ext.ownership'	'OK!'
'z3ext.page'	'OK!'
'z3ext.pageelement'	'OK!'
'z3ext.pathindex'	'OK!'
'z3ext.permissionsmap'	'OK!'
'z3ext.persistentlayout'	'OK!'
'z3ext.persistentpageelement'	'OK!'
'z3ext.persistentresource'	'OK!'
'z3ext.persistentviewmodel'	'OK!'
'z3ext.personal.address'	'OK!'
'z3ext.personal.catalog'	'OK!'
'z3ext.personal.contact'	'OK!'
'z3ext.personal.core'	'OK!'
'z3ext.personal.general'	'OK!'
'z3ext.personal.messages'	'OK!'
'z3ext.personal.photo'	'OK!'
'z3ext.photoalbum'	'OK!'
'z3ext.portal'	'OK!'
'z3ext.portlet'	'OK!'
'z3ext.preferences'	'OK!'
'z3ext.principal.management'	'OK!'
'z3ext.principal.password'	'OK!'
'z3ext.principal.registration'	'OK!'
'z3ext.principal.roles'	'OK!'
'z3ext.principalfolder'	'OK!'
'z3ext.product'	'OK!'
'z3ext.profiler'	'OK!'
'z3ext.resource'	'OK!'
'z3ext.resourcepackage'	'OK!'
'z3ext.richtext'	'OK!'
'z3ext.roles'	'OK!'
'z3ext.security'	'OK!'
'z3ext.skintool'	'OK!'
'z3ext.statusmessage'	'OK!'
'z3ext.subscription'	'OK!'
'z3ext.teamfolder'	'OK!'
'z3ext.ui.batching'	'OK!'
'z3ext.ui.breadcrumbs'	'OK!'
'z3ext.ui.columns'	'OK!'
'z3ext.ui.contentactions'	'OK!'
'z3ext.ui.contentbyline'	'OK!'
'z3ext.ui.extjs'	'OK!'
'z3ext.ui.loginportlet'	'OK!'
'z3ext.ui.navigation'	'OK!'
'z3ext.ui.personalbar'	'OK!'
'z3ext.ui.portalactions'	'OK!'
'z3ext.ui.portaltabs'	'OK!'
'z3ext.ui.resources'	'OK!'
'z3ext.ui.rotterdam'	'OK!'
'z3ext.ui.skin'	'OK!'
'z3ext.workflow'	'OK!'
'z3hello'	'OK!'
'z3wingdbg'	'OK!'
'zLOG'	'OK!'
'zam.api'	'OK!'
'zam.skin'	'OK!'
'zamplugin.authenticator'	'OK!'
'zamplugin.contents'	'OK!'
